epoch,step,train/loss_epoch,train/loss_simple_epoch,train/loss_vlb_epoch,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,1,,,,0.8009066581726074,0.7916784286499023,0.8009066581726074,0.7916784286499023,0.0031325239688158035,0.003896351670846343
0,1,0.7937038540840149,0.7937038540840149,0.005076531320810318,,,,,,
