epoch,global_step,lr-AdamW,lr_abs,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
181,,,,4185,,,,,,,0.20219719409942627,0.14901483058929443,0.20219719409942627,0.14901483058929443,0.0009772094199433923,0.0006579860928468406
181,,,,4185,0.3458039164543152,0.3458039164543152,,,0.0018146198708564043,,,,,,,
,,1.2e-05,,4199,,,,,,,,,,,,
182,4199.0,,1.2000000424450263e-05,4199,,,0.10770752280950546,0.10770752280950546,,0.0005804990651085973,,,,,,
182,,,,4208,,,,,,,0.29415977001190186,0.20019638538360596,0.29415977001190186,0.20019638538360596,0.001169102848507464,0.0008421262027695775
182,,,,4208,0.35275575518608093,0.35275575518608093,,,0.0018422375433146954,,,,,,,
183,,,,4231,,,,,,,0.30107295513153076,0.48712047934532166,0.30107295513153076,0.48712047934532166,0.0013002302730455995,0.004529900848865509
183,,,,4231,0.34326374530792236,0.34326374530792236,,,0.007124533876776695,,,,,,,
,,1.2e-05,,4249,,,,,,,,,,,,
184,4249.0,,1.2000000424450263e-05,4249,,,0.3942411541938782,0.3942411541938782,,0.00360190961509943,,,,,,
184,,,,4254,,,,,,,0.3040845990180969,0.3947139382362366,0.3040845990180969,0.3947139382362366,0.0013665565056726336,0.003000593977048993
184,,,,4254,0.29082199931144714,0.29082199931144714,,,0.002429034560918808,,,,,,,
185,,,,4277,,,,,,,0.30379337072372437,0.36015617847442627,0.30379337072372437,0.36015617847442627,0.0014217660063877702,0.002532318700104952
185,,,,4277,0.32685473561286926,0.32685473561286926,,,0.0022047320380806923,,,,,,,
,,1.2e-05,,4299,,,,,,,,,,,,
186,4299.0,,1.2000000424450263e-05,4299,,,0.21440371870994568,0.21440371870994568,,0.0008753041620366275,,,,,,
186,,,,4300,,,,,,,0.3725508749485016,0.36614885926246643,0.3725508749485016,0.36614885926246643,0.0018455714453011751,0.0014258876908570528
186,,,,4300,0.34606775641441345,0.34606775641441345,,,0.0021035524550825357,,,,,,,
187,,,,4323,,,,,,,0.12693491578102112,0.22148898243904114,0.12693491578102112,0.22148898243904114,0.0006283581024035811,0.0009491982054896653
187,,,,4323,0.2958580553531647,0.2958580553531647,,,0.0032647340558469296,,,,,,,
188,,,,4346,,,,,,,0.23000212013721466,0.3156227171421051,0.23000212013721466,0.3156227171421051,0.0009801164269447327,0.0015713045140728354
188,,,,4346,0.31196117401123047,0.31196117401123047,,,0.002129193628206849,,,,,,,
,,1.2e-05,,4349,,,,,,,,,,,,
189,4349.0,,1.2000000424450263e-05,4349,,,0.43706101179122925,0.43706101179122925,,0.002938351361081004,,,,,,
189,,,,4369,,,,,,,0.29549136757850647,0.4332043528556824,0.29549136757850647,0.4332043528556824,0.0012709961738437414,0.0020751652773469687
189,,,,4369,0.29185301065444946,0.29185301065444946,,,0.0016374678816646338,,,,,,,
190,,,,4392,,,,,,,0.32869571447372437,0.419522762298584,0.32869571447372437,0.419522762298584,0.0030158902518451214,0.001962050097063184
190,,,,4392,0.3268048167228699,0.3268048167228699,,,0.002012105192989111,,,,,,,
,,1.2e-05,,4399,,,,,,,,,,,,
191,4399.0,,1.2000000424450263e-05,4399,,,0.4858405888080597,0.4858405888080597,,0.001821073004975915,,,,,,
191,,,,4415,,,,,,,0.5535885095596313,0.43582481145858765,0.5535885095596313,0.43582481145858765,0.0043315589427948,0.0018623139476403594
191,,,,4415,0.34395354986190796,0.34395354986190796,,,0.002997254254296422,,,,,,,
192,,,,4438,,,,,,,0.2823079228401184,0.34879225492477417,0.2823079228401184,0.34879225492477417,0.001196672790683806,0.0023562076967209578
192,,,,4438,0.3258986473083496,0.3258986473083496,,,0.019642654806375504,,,,,,,
,,1.2e-05,,4449,,,,,,,,,,,,
193,4449.0,,1.2000000424450263e-05,4449,,,0.5236153602600098,0.5236153602600098,,0.0020944210700690746,,,,,,
193,,,,4461,,,,,,,0.2529054880142212,0.507655143737793,0.2529054880142212,0.507655143737793,0.001042921794578433,0.004435443319380283
193,,,,4461,0.3562491536140442,0.3562491536140442,,,0.004076923243701458,,,,,,,
194,,,,4484,,,,,,,0.43035072088241577,0.3610099256038666,0.43035072088241577,0.3610099256038666,0.002526620402932167,0.0018002294236794114
194,,,,4484,0.38173988461494446,0.38173988461494446,,,0.0022227647714316845,,,,,,,
,,1.2e-05,,4499,,,,,,,,,,,,
195,4499.0,,1.2000000424450263e-05,4499,,,0.3404310941696167,0.3404310941696167,,0.0013278836850076914,,,,,,
195,,,,4507,,,,,,,0.47603926062583923,0.30170196294784546,0.47603926062583923,0.30170196294784546,0.002302667824551463,0.001488080364651978
195,,,,4507,0.2940137982368469,0.2940137982368469,,,0.0017047749133780599,,,,,,,
196,,,,4530,,,,,,,0.4071114659309387,0.38027650117874146,0.4071114659309387,0.38027650117874146,0.002126682549715042,0.006794235203415155
196,,,,4530,0.3347037136554718,0.3347037136554718,,,0.0032929314766079187,,,,,,,
,,1.2e-05,,4549,,,,,,,,,,,,
197,4549.0,,1.2000000424450263e-05,4549,,,0.20055267214775085,0.20055267214775085,,0.000884107081219554,,,,,,
197,,,,4553,,,,,,,0.34846872091293335,0.2304503172636032,0.34846872091293335,0.2304503172636032,0.0015653830487281084,0.0009544452768750489
197,,,,4553,0.32522693276405334,0.32522693276405334,,,0.002014981349930167,,,,,,,
198,,,,4576,,,,,,,0.09850496053695679,0.40475916862487793,0.09850496053695679,0.40475916862487793,0.0005105867749080062,0.0016376435523852706
198,,,,4576,0.27813559770584106,0.27813559770584106,,,0.0022731421049684286,,,,,,,
,,1.2e-05,,4599,,,,,,,,,,,,
199,4599.0,,1.2000000424450263e-05,4599,,,0.30416321754455566,0.30416321754455566,,0.0011835627956315875,,,,,,
199,,,,4599,,,,,,,0.37755468487739563,0.4956130385398865,0.37755468487739563,0.4956130385398865,0.0018500636797398329,0.0045376671478152275
199,,,,4599,0.34726259112358093,0.34726259112358093,,,0.0042300745844841,,,,,,,
200,,,,4622,,,,,,,0.327938973903656,0.31678277254104614,0.327938973903656,0.31678277254104614,0.0014197295531630516,0.0013301440048962831
200,,,,4622,0.3402629494667053,0.3402629494667053,,,0.00191440898925066,,,,,,,
201,,,,4645,,,,,,,0.558409571647644,0.407310426235199,0.558409571647644,0.407310426235199,0.0030619765166193247,0.00839981809258461
201,,,,4645,0.4585514962673187,0.4585514962673187,,,0.0031503571663051844,,,,,,,
,,1.2e-05,,4649,,,,,,,,,,,,
202,4649.0,,1.2000000424450263e-05,4649,,,0.2905120253562927,0.2905120253562927,,0.0011693432461470366,,,,,,
202,,,,4668,,,,,,,0.28500860929489136,0.347114622592926,0.28500860929489136,0.347114622592926,0.0016842139884829521,0.00140478671528399
202,,,,4668,0.259716659784317,0.259716659784317,,,0.0014280368341132998,,,,,,,
203,,,,4691,,,,,,,0.21778830885887146,0.3141043186187744,0.21778830885887146,0.3141043186187744,0.0008963354048319161,0.0017311995616182685
203,,,,4691,0.3647901713848114,0.3647901713848114,,,0.0018586983205750585,,,,,,,
,,1.2e-05,,4699,,,,,,,,,,,,
204,4699.0,,1.2000000424450263e-05,4699,,,0.2721453905105591,0.2721453905105591,,0.001094152801670134,,,,,,
204,,,,4714,,,,,,,0.453021377325058,0.42818889021873474,0.453021377325058,0.42818889021873474,0.004373704548925161,0.011622315272688866
204,,,,4714,0.4122072458267212,0.4122072458267212,,,0.004860838875174522,,,,,,,
205,,,,4737,,,,,,,0.40479183197021484,0.2802942395210266,0.40479183197021484,0.2802942395210266,0.004460246302187443,0.0018624240765348077
205,,,,4737,0.31679463386535645,0.31679463386535645,,,0.002431320259347558,,,,,,,
,,1.2e-05,,4749,,,,,,,,,,,,
206,4749.0,,1.2000000424450263e-05,4749,,,0.20636530220508575,0.20636530220508575,,0.0008869662997312844,,,,,,
206,,,,4760,,,,,,,0.37864381074905396,0.4454030990600586,0.37864381074905396,0.4454030990600586,0.0017636518459767103,0.0018454603850841522
206,,,,4760,0.38575366139411926,0.38575366139411926,,,0.0018664750969037414,,,,,,,
207,,,,4783,,,,,,,0.4008027911186218,0.49598056077957153,0.4008027911186218,0.49598056077957153,0.002319824416190386,0.0031579092610627413
207,,,,4783,0.3635767698287964,0.3635767698287964,,,0.002626791363582015,,,,,,,
,,1.2e-05,,4799,,,,,,,,,,,,
208,4799.0,,1.2000000424450263e-05,4799,,,0.3457714319229126,0.3457714319229126,,0.0014891279861330986,,,,,,
208,,,,4806,,,,,,,0.4289262890815735,0.3356194496154785,0.4289262890815735,0.3356194496154785,0.004440911114215851,0.001818547723814845
208,,,,4806,0.3676685690879822,0.3676685690879822,,,0.013710235245525837,,,,,,,
209,,,,4829,,,,,,,0.25221771001815796,0.1731979101896286,0.25221771001815796,0.1731979101896286,0.0010129744186997414,0.0007958215428516269
209,,,,4829,0.34925296902656555,0.34925296902656555,,,0.0027131587266921997,,,,,,,
,,1.2e-05,,4849,,,,,,,,,,,,
210,4849.0,,1.2000000424450263e-05,4849,,,0.0747036337852478,0.0747036337852478,,0.0004357441212050617,,,,,,
210,,,,4852,,,,,,,0.2343910038471222,0.24175047874450684,0.2343910038471222,0.24175047874450684,0.0009583124774508178,0.001042199321091175
210,,,,4852,0.33354276418685913,0.33354276418685913,,,0.0017526595620438457,,,,,,,
211,,,,4875,,,,,,,0.31753548979759216,0.18303537368774414,0.31753548979759216,0.18303537368774414,0.0029255973640829325,0.001269091502763331
211,,,,4875,0.329293429851532,0.329293429851532,,,0.0020052918698638678,,,,,,,
212,,,,4898,,,,,,,0.40459680557250977,0.4169650971889496,0.40459680557250977,0.4169650971889496,0.002066509798169136,0.0019263798603788018
212,,,,4898,0.3380225598812103,0.3380225598812103,,,0.002042352920398116,,,,,,,
,,1.2e-05,,4899,,,,,,,,,,,,
213,4899.0,,1.2000000424450263e-05,4899,,,0.43414559960365295,0.43414559960365295,,0.0016431889962404966,,,,,,
213,,,,4921,,,,,,,0.34047260880470276,0.2545068860054016,0.34047260880470276,0.2545068860054016,0.0015690780710428953,0.0012473460519686341
213,,,,4921,0.33473271131515503,0.33473271131515503,,,0.0032370914705097675,,,,,,,
214,,,,4944,,,,,,,0.13901786506175995,0.45211178064346313,0.13901786506175995,0.45211178064346313,0.0006313127814792097,0.004343052394688129
214,,,,4944,0.39302778244018555,0.39302778244018555,,,0.004133734852075577,,,,,,,
,,1.2e-05,,4949,,,,,,,,,,,,
215,4949.0,,1.2000000424450263e-05,4949,,,0.3980315923690796,0.3980315923690796,,0.001592240878380835,,,,,,
215,,,,4967,,,,,,,0.3075161874294281,0.2687460482120514,0.3075161874294281,0.2687460482120514,0.001330485800281167,0.001092149643227458
215,,,,4967,0.33514976501464844,0.33514976501464844,,,0.0021463572047650814,,,,,,,
216,,,,4990,,,,,,,0.39738067984580994,0.470342218875885,0.39738067984580994,0.470342218875885,0.005018330179154873,0.002015827689319849
216,,,,4990,0.4038337171077728,0.4038337171077728,,,0.0034273923374712467,,,,,,,
,,1.2e-05,,4999,,,,,,,,,,,,
217,4999.0,,1.2000000424450263e-05,4999,,,0.4514961242675781,0.4514961242675781,,0.004011961165815592,,,,,,
217,,,,5013,,,,,,,0.42105039954185486,0.47382277250289917,0.42105039954185486,0.47382277250289917,0.00648657139390707,0.0070725129917263985
217,,,,5013,0.3581291735172272,0.3581291735172272,,,0.0023819943889975548,,,,,,,
218,,,,5036,,,,,,,0.4415120482444763,0.4941462576389313,0.4415120482444763,0.4941462576389313,0.005474337842315435,0.003374651074409485
218,,,,5036,0.3750043511390686,0.3750043511390686,,,0.0026652019005268812,,,,,,,
,,1.2e-05,,5049,,,,,,,,,,,,
219,5049.0,,1.2000000424450263e-05,5049,,,0.04386196658015251,0.04386196658015251,,0.00030415583751164377,,,,,,
219,,,,5059,,,,,,,0.31466415524482727,0.3249005973339081,0.31466415524482727,0.3249005973339081,0.0015684025129303336,0.0015021456638351083
219,,,,5059,0.3309294283390045,0.3309294283390045,,,0.006676063407212496,,,,,,,
220,,,,5082,,,,,,,0.40264472365379333,0.20949316024780273,0.40264472365379333,0.20949316024780273,0.0018261417280882597,0.005536810960620642
220,,,,5082,0.38481882214546204,0.38481882214546204,,,0.0022457714658230543,,,,,,,
,,1.2e-05,,5099,,,,,,,,,,,,
221,5099.0,,1.2000000424450263e-05,5099,,,0.2926352024078369,0.2926352024078369,,0.0011647031642496586,,,,,,
221,,,,5105,,,,,,,0.4921542704105377,0.3354019522666931,0.4921542704105377,0.3354019522666931,0.004284939728677273,0.005369945894926786
221,,,,5105,0.3199085593223572,0.3199085593223572,,,0.0015347172738984227,,,,,,,
222,,,,5128,,,,,,,0.32151907682418823,0.4033939242362976,0.32151907682418823,0.4033939242362976,0.0012769600143656135,0.004139596130698919
222,,,,5128,0.33700031042099,0.33700031042099,,,0.0037195172626525164,,,,,,,
,,1.2e-05,,5149,,,,,,,,,,,,
223,5149.0,,1.2000000424450263e-05,5149,,,0.4343509078025818,0.4343509078025818,,0.0018262153025716543,,,,,,
223,,,,5151,,,,,,,0.3478086590766907,0.42369145154953003,0.3478086590766907,0.42369145154953003,0.0019979935605078936,0.0017904059495776892
223,,,,5151,0.32009145617485046,0.32009145617485046,,,0.0021995618008077145,,,,,,,
224,,,,5174,,,,,,,0.5030491948127747,0.20169734954833984,0.5030491948127747,0.20169734954833984,0.002898885402828455,0.0008355269092135131
224,,,,5174,0.33915525674819946,0.33915525674819946,,,0.004401883110404015,,,,,,,
225,,,,5197,,,,,,,0.3359982371330261,0.38292139768600464,0.3359982371330261,0.38292139768600464,0.0013664354337379336,0.0015472595114260912
225,,,,5197,0.3549213707447052,0.3549213707447052,,,0.0025043943896889687,,,,,,,
,,1.2e-05,,5199,,,,,,,,,,,,
226,5199.0,,1.2000000424450263e-05,5199,,,0.7992179989814758,0.7992179989814758,,0.08819708228111267,,,,,,
226,,,,5220,,,,,,,0.25479772686958313,0.4278876781463623,0.25479772686958313,0.4278876781463623,0.0010394405107945204,0.0017523026326671243
226,,,,5220,0.3500191271305084,0.3500191271305084,,,0.0057747745886445045,,,,,,,
227,,,,5243,,,,,,,0.23500116169452667,0.5699322819709778,0.23500116169452667,0.5699322819709778,0.0010764733888208866,0.028671547770500183
227,,,,5243,0.44389545917510986,0.44389545917510986,,,0.0031227117870002985,,,,,,,
,,1.2e-05,,5249,,,,,,,,,,,,
228,5249.0,,1.2000000424450263e-05,5249,,,0.23261500895023346,0.23261500895023346,,0.0009511313983239233,,,,,,
228,,,,5266,,,,,,,0.5173920392990112,0.25792786478996277,0.5173920392990112,0.25792786478996277,0.002358580706641078,0.0010483935475349426
228,,,,5266,0.30278363823890686,0.30278363823890686,,,0.0018088275101035833,,,,,,,
229,,,,5289,,,,,,,0.2356644570827484,0.1404057741165161,0.2356644570827484,0.1404057741165161,0.0012170299887657166,0.0006316804210655391
229,,,,5289,0.2625522017478943,0.2625522017478943,,,0.001799540827050805,,,,,,,
,,1.2e-05,,5299,,,,,,,,,,,,
230,5299.0,,1.2000000424450263e-05,5299,,,0.11030853539705276,0.11030853539705276,,0.0005931127234362066,,,,,,
230,,,,5312,,,,,,,0.35311269760131836,0.4538780748844147,0.35311269760131836,0.4538780748844147,0.0016705853631719947,0.004954713396728039
230,,,,5312,0.32407450675964355,0.32407450675964355,,,0.0018588503589853644,,,,,,,
231,,,,5335,,,,,,,0.3226741552352905,0.1297634392976761,0.3226741552352905,0.1297634392976761,0.0015390533953905106,0.0006020073196850717
231,,,,5335,0.3589845895767212,0.3589845895767212,,,0.004016973078250885,,,,,,,
,,1.2e-05,,5349,,,,,,,,,,,,
232,5349.0,,1.2000000424450263e-05,5349,,,0.3575562834739685,0.3575562834739685,,0.0019310498610138893,,,,,,
232,,,,5358,,,,,,,0.5209940075874329,0.5154703259468079,0.5209940075874329,0.5154703259468079,0.002718122210353613,0.003379042726010084
232,,,,5358,0.3113597631454468,0.3113597631454468,,,0.0022085881792008877,,,,,,,
233,,,,5381,,,,,,,0.11730657517910004,0.38362476229667664,0.11730657517910004,0.38362476229667664,0.0005579917342402041,0.0018223437946289778
233,,,,5381,0.32458004355430603,0.32458004355430603,,,0.0019784411415457726,,,,,,,
,,1.2e-05,,5399,,,,,,,,,,,,
234,5399.0,,1.2000000424450263e-05,5399,,,0.09462940692901611,0.09462940692901611,,0.0005154221435077488,,,,,,
234,,,,5404,,,,,,,0.29538390040397644,0.22127196192741394,0.29538390040397644,0.22127196192741394,0.0012490504886955023,0.0011862635146826506
234,,,,5404,0.37114593386650085,0.37114593386650085,,,0.004638499114662409,,,,,,,
235,,,,5427,,,,,,,0.17277780175209045,0.17200730741024017,0.17277780175209045,0.17200730741024017,0.0007939523202367127,0.0007612043409608305
235,,,,5427,0.27939242124557495,0.27939242124557495,,,0.0019522628281265497,,,,,,,
,,1.2e-05,,5449,,,,,,,,,,,,
236,5449.0,,1.2000000424450263e-05,5449,,,0.563218355178833,0.563218355178833,,0.0031722025014460087,,,,,,
236,,,,5450,,,,,,,0.12535907328128815,0.23632343113422394,0.12535907328128815,0.23632343113422394,0.0006040608277544379,0.0010302053997293115
236,,,,5450,0.3224026560783386,0.3224026560783386,,,0.006503854412585497,,,,,,,
237,,,,5473,,,,,,,0.23052969574928284,0.5929149985313416,0.23052969574928284,0.5929149985313416,0.0010817183647304773,0.004128771834075451
237,,,,5473,0.323332279920578,0.323332279920578,,,0.003094456624239683,,,,,,,
238,,,,5496,,,,,,,0.45468729734420776,0.49111586809158325,0.45468729734420776,0.49111586809158325,0.0035525825805962086,0.0055272518657147884
238,,,,5496,0.23355548083782196,0.23355548083782196,,,0.0014944010181352496,,,,,,,
,,1.2e-05,,5499,,,,,,,,,,,,
239,5499.0,,1.2000000424450263e-05,5499,,,0.4624858796596527,0.4624858796596527,,0.002645959611982107,,,,,,
239,,,,5519,,,,,,,0.23379111289978027,0.5594636797904968,0.23379111289978027,0.5594636797904968,0.0009620364871807396,0.0025971035938709974
239,,,,5519,0.38116347789764404,0.38116347789764404,,,0.013990391977131367,,,,,,,
240,,,,5542,,,,,,,0.35152944922447205,0.43601521849632263,0.35152944922447205,0.43601521849632263,0.0026128122117370367,0.0021481974981725216
240,,,,5542,0.34537866711616516,0.34537866711616516,,,0.0023927027359604836,,,,,,,
,,1.2e-05,,5549,,,,,,,,,,,,
241,5549.0,,1.2000000424450263e-05,5549,,,0.47185856103897095,0.47185856103897095,,0.00489804008975625,,,,,,
241,,,,5565,,,,,,,0.5557111501693726,0.4623200297355652,0.5557111501693726,0.4623200297355652,0.006877797655761242,0.0024710833095014095
241,,,,5565,0.35751885175704956,0.35751885175704956,,,0.0023362806532531977,,,,,,,
242,,,,5588,,,,,,,0.16704276204109192,0.45844095945358276,0.16704276204109192,0.45844095945358276,0.0007450088742189109,0.0022461102344095707
242,,,,5588,0.4163535237312317,0.4163535237312317,,,0.002984762890264392,,,,,,,
,,1.2e-05,,5599,,,,,,,,,,,,
243,5599.0,,1.2000000424450263e-05,5599,,,0.15789584815502167,0.15789584815502167,,0.0007431662525050342,,,,,,
243,,,,5611,,,,,,,0.5316120386123657,0.34822553396224976,0.5316120386123657,0.34822553396224976,0.006077556870877743,0.002214395673945546
243,,,,5611,0.3654543459415436,0.3654543459415436,,,0.012053201906383038,,,,,,,
244,,,,5634,,,,,,,0.3036496043205261,0.2915293574333191,0.3036496043205261,0.2915293574333191,0.0012635812163352966,0.001152033219113946
244,,,,5634,0.386001318693161,0.386001318693161,,,0.0022746664471924305,,,,,,,
,,1.2e-05,,5649,,,,,,,,,,,,
245,5649.0,,1.2000000424450263e-05,5649,,,0.2669391334056854,0.2669391334056854,,0.0010704291053116322,,,,,,
245,,,,5657,,,,,,,0.36700567603111267,0.3474633991718292,0.36700567603111267,0.3474633991718292,0.00214070500805974,0.0031265667639672756
245,,,,5657,0.30823588371276855,0.30823588371276855,,,0.002038149628788233,,,,,,,
246,,,,5680,,,,,,,0.4265792965888977,0.5090359449386597,0.4265792965888977,0.5090359449386597,0.001656430191360414,0.00379299302585423
246,,,,5680,0.38021010160446167,0.38021010160446167,,,0.004733912646770477,,,,,,,
,,1.2e-05,,5699,,,,,,,,,,,,
247,5699.0,,1.2000000424450263e-05,5699,,,0.5940999984741211,0.5940999984741211,,0.002523854374885559,,,,,,
247,,,,5703,,,,,,,0.1898496448993683,0.24428460001945496,0.1898496448993683,0.24428460001945496,0.0008258234011009336,0.0010334559483453631
247,,,,5703,0.327000230550766,0.327000230550766,,,0.0022691646590828896,,,,,,,
248,,,,5726,,,,,,,0.32089298963546753,0.313397079706192,0.32089298963546753,0.313397079706192,0.0015968078514561057,0.001394580933265388
248,,,,5726,0.31695544719696045,0.31695544719696045,,,0.0025473409332334995,,,,,,,
,,1.2e-05,,5749,,,,,,,,,,,,
249,5749.0,,1.2000000424450263e-05,5749,,,0.05235079675912857,0.05235079675912857,,0.00034361056168563664,,,,,,
249,,,,5749,,,,,,,0.2509830594062805,0.44175976514816284,0.2509830594062805,0.44175976514816284,0.0010799471056088805,0.004279471002519131
249,,,,5749,0.34342044591903687,0.34342044591903687,,,0.0031388637144118547,,,,,,,
250,,,,5772,,,,,,,0.2585678994655609,0.3389572203159332,0.2585678994655609,0.3389572203159332,0.016440730541944504,0.0013283630833029747
250,,,,5772,0.36735695600509644,0.36735695600509644,,,0.002063602674752474,,,,,,,
251,,,,5795,,,,,,,0.4234500825405121,0.43243202567100525,0.4234500825405121,0.43243202567100525,0.005827060900628567,0.002791508100926876
251,,,,5795,0.36770227551460266,0.36770227551460266,,,0.0026192336808890104,,,,,,,
,,1.2e-05,,5799,,,,,,,,,,,,
252,5799.0,,1.2000000424450263e-05,5799,,,0.20746324956417084,0.20746324956417084,,0.0008855245541781187,,,,,,
252,,,,5818,,,,,,,0.4952147603034973,0.2285442352294922,0.4952147603034973,0.2285442352294922,0.0028853057883679867,0.0009847392793744802
252,,,,5818,0.35220515727996826,0.35220515727996826,,,0.001965470379218459,,,,,,,
253,,,,5841,,,,,,,0.3672603964805603,0.2748468220233917,0.3672603964805603,0.2748468220233917,0.08211787790060043,0.0011710708495229483
253,,,,5841,0.32181355357170105,0.32181355357170105,,,0.002194945467635989,,,,,,,
,,1.2e-05,,5849,,,,,,,,,,,,
254,5849.0,,1.2000000424450263e-05,5849,,,0.36721304059028625,0.36721304059028625,,0.0015570820542052388,,,,,,
254,,,,5864,,,,,,,0.34702759981155396,0.48093780875205994,0.34702759981155396,0.48093780875205994,0.002543363254517317,0.004711790941655636
254,,,,5864,0.351730614900589,0.351730614900589,,,0.003790472634136677,,,,,,,
255,,,,5887,,,,,,,0.35545092821121216,0.43455591797828674,0.35545092821121216,0.43455591797828674,0.0016258188989013433,0.002584210131317377
255,,,,5887,0.24789299070835114,0.24789299070835114,,,0.001273317844606936,,,,,,,
,,1.2e-05,,5899,,,,,,,,,,,,
256,5899.0,,1.2000000424450263e-05,5899,,,0.42310959100723267,0.42310959100723267,,0.0023592375218868256,,,,,,
256,,,,5910,,,,,,,0.41789501905441284,0.24671809375286102,0.41789501905441284,0.24671809375286102,0.002173568354919553,0.0010253065265715122
256,,,,5910,0.3229653835296631,0.3229653835296631,,,0.002305174246430397,,,,,,,
257,,,,5933,,,,,,,0.33536139130592346,0.3318096697330475,0.33536139130592346,0.3318096697330475,0.002990886103361845,0.0017757099121809006
257,,,,5933,0.38506367802619934,0.38506367802619934,,,0.003375105792656541,,,,,,,
,,1.2e-05,,5949,,,,,,,,,,,,
258,5949.0,,1.2000000424450263e-05,5949,,,0.45970186591148376,0.45970186591148376,,0.0032646215986460447,,,,,,
258,,,,5956,,,,,,,0.24953153729438782,0.2488487958908081,0.24953153729438782,0.2488487958908081,0.0021637342870235443,0.001182120991870761
258,,,,5956,0.32854464650154114,0.32854464650154114,,,0.0021470673382282257,,,,,,,
259,,,,5979,,,,,,,0.2678837180137634,0.3156471252441406,0.2678837180137634,0.3156471252441406,0.0016654471401125193,0.0013834089040756226
259,,,,5979,0.3194130063056946,0.3194130063056946,,,0.010557125322520733,,,,,,,
,,1.2e-05,,5999,,,,,,,,,,,,
260,5999.0,,1.2000000424450263e-05,5999,,,0.2778007388114929,0.2778007388114929,,0.0011140473652631044,,,,,,
260,,,,6002,,,,,,,0.46715840697288513,0.253812313079834,0.46715840697288513,0.253812313079834,0.0027780127711594105,0.0010427574161440134
260,,,,6002,0.3318500518798828,0.3318500518798828,,,0.0021860110573470592,,,,,,,
261,,,,6025,,,,,,,0.21709001064300537,0.3733806908130646,0.21709001064300537,0.3733806908130646,0.0008969333139248192,0.0019223287235945463
261,,,,6025,0.3384432792663574,0.3384432792663574,,,0.0064675286412239075,,,,,,,
262,,,,6048,,,,,,,0.3206624984741211,0.3357149660587311,0.3206624984741211,0.3357149660587311,0.0012397749815136194,0.001539787044748664
262,,,,6048,0.35137489438056946,0.35137489438056946,,,0.006902170833200216,,,,,,,
,,1.2e-05,,6049,,,,,,,,,,,,
263,6049.0,,1.2000000424450263e-05,6049,,,0.21868635714054108,0.21868635714054108,,0.0009389655315317214,,,,,,
263,,,,6071,,,,,,,0.31509289145469666,0.4355775713920593,0.31509289145469666,0.4355775713920593,0.0020721307955682278,0.001794307492673397
263,,,,6071,0.31490203738212585,0.31490203738212585,,,0.0021883409935981035,,,,,,,
264,,,,6094,,,,,,,0.3122000992298126,0.2295452058315277,0.3122000992298126,0.2295452058315277,0.0014000413939356804,0.0009662266820669174
264,,,,6094,0.37260717153549194,0.37260717153549194,,,0.0020285933278501034,,,,,,,
,,1.2e-05,,6099,,,,,,,,,,,,
265,6099.0,,1.2000000424450263e-05,6099,,,0.07575377821922302,0.07575377821922302,,0.0004417378222569823,,,,,,
265,,,,6117,,,,,,,0.5303916335105896,0.24706926941871643,0.5303916335105896,0.24706926941871643,0.004577134735882282,0.0011878906516358256
265,,,,6117,0.35570958256721497,0.35570958256721497,,,0.0018699942156672478,,,,,,,
266,,,,6140,,,,,,,0.3934427499771118,0.3837842345237732,0.3934427499771118,0.3837842345237732,0.0021889014169573784,0.08626724034547806
266,,,,6140,0.3568207919597626,0.3568207919597626,,,0.002089590998366475,,,,,,,
,,1.2e-05,,6149,,,,,,,,,,,,
267,6149.0,,1.2000000424450263e-05,6149,,,0.25818461179733276,0.25818461179733276,,0.001022304524667561,,,,,,
267,,,,6163,,,,,,,0.289067804813385,0.40440529584884644,0.289067804813385,0.40440529584884644,0.0011438921792432666,0.0018924083560705185
267,,,,6163,0.3185858726501465,0.3185858726501465,,,0.002233274979516864,,,,,,,
268,,,,6186,,,,,,,0.3705039620399475,0.29610776901245117,0.3705039620399475,0.29610776901245117,0.0017741101328283548,0.0013912564609199762
268,,,,6186,0.3352701961994171,0.3352701961994171,,,0.0041785407811403275,,,,,,,
,,1.2e-05,,6199,,,,,,,,,,,,
269,6199.0,,1.2000000424450263e-05,6199,,,0.37540531158447266,0.37540531158447266,,0.0014639319851994514,,,,,,
269,,,,6209,,,,,,,0.32709836959838867,0.1551804542541504,0.32709836959838867,0.1551804542541504,0.0016597651410847902,0.0007003863574936986
269,,,,6209,0.37174689769744873,0.37174689769744873,,,0.0031784391030669212,,,,,,,
270,,,,6232,,,,,,,0.4539804458618164,0.4678014814853668,0.4539804458618164,0.4678014814853668,0.0025324146263301373,0.002070424845442176
270,,,,6232,0.35604339838027954,0.35604339838027954,,,0.0023399863857775927,,,,,,,
,,1.2e-05,,6249,,,,,,,,,,,,
271,6249.0,,1.2000000424450263e-05,6249,,,0.6212013363838196,0.6212013363838196,,0.0038958752993494272,,,,,,
271,,,,6255,,,,,,,0.47934189438819885,0.35683029890060425,0.47934189438819885,0.35683029890060425,0.002480657771229744,0.0014286285731941462
